teks;label
inap para tepat raya iedul adha  kamar penuh  check in malam sayang room boy jaga kasihan bolak hotel unjung  sayang sarung bantal tidak ganti bau bau bekas pakai pakai orang kamar mandi kamar talu  kamar sempit extra bed  moga para baik segi sdmnya awat fasilitas  sayang hotel bagus pinggir pantai tidak baik unjung  terima kasih  harap kunjung inap para ;0
pilih hotel jajar jl hasanuddin  banding tetangga  hotel bersih cium aroma sedap salur air kamar mandi lantai ;0
hotel tua  sofa merah room  linen sdh bau  handuk  kayak standar bintang  bersih  lokasi pinggir  ;0
sandal  alat mandi  pilih menu sarap  ;0
bagus kamar tidak kedap suara  tidak telfon kamar lorong ;0
buruk  alarm kamar nyala  am tidak  ganggu tugas kamar  pagi ecek alarm ;0
kamar mandi jorok  kamar nyamuk  tidak ad awat hotel  hotel suram  air kuning bau  sikat gigi susah pake air minum  air kuning gatal  abis renang pantai cuci baju renang putih jd kuning tidak bs hilang paksa baju renang putih buang  huff sayang  pandang indah hotel tidak nyaman  kamar mandi air tidak sesuai tarif ;0
duuh  salah pilih nih  kamar aja  pintu kamar susah buka  yg nyangkut  kamar tidak sedia sandal  acnya tidak remot  jd suhu nya atur manual  keran air toilet air tidak alir deras  risih buang air  kadang closet nya susah flus  gak betah  ;0
kemarin ac nya berisik malam alarm bakar bunyi  pindah kamar  bekas sampah huni buang  wifi kenceng layan ramah ;0
layan standar  sambut dengam bed sheet lecek kotor  pindah room  spot bed sheetnya  bener-bener jorok  kayak karyawannya ngga ditraining  really dissapointed;0
lokasi strategis  layan oke  parkir oke securitynya sigap atur parkir ;0
masuk kamar sambut kondisi lantai kotor  remah nasi rambut tamu  kamar mandi tidak da air panas  selang semprot wc tidak  hotel renovasi total  jaga pintu tidak tanggap  duduk manis pojok ;0
hotel transit long stay nyaman letak kamar mandi sempit ;0
kece dpnnya pantai  telefon kamar mati kmrin  air bak mandi rendam krannya patah  layan ramah   nilai;0
standar tudak buruk tidak  makan tidak ambil paket makan nilai;0
telfon tv rusak  listrik mati sandal  minta tiga kali  sandal antar depan kamar pulang;0
kamar pojok kamar nomer  udah gitu ac nya bocor air nya netes lantai  lampu kamar nya mati  gitu ;0
kamar bau pesing  handuk warna tidak putih   buang air flush ;0
kamar kotor  debu  nyamuk  lantai kotor  kamar tidak awat  pasir kasur  keran air panas mandi tidak fungsi;0
hotel bagus sesuai harganyaa  sidikit kecewa garaa gara air toilet tidak menelfon resepsionis baik;0
nyaman kamar kedap suara  kamar dengar suara orang lewat kamar;0
kecewa hotel inap sana baik ac koridor kamar penuh mes hotel pindah hotel kerjasama konfirmasi ;0
wifinya lot abis  online pintu kamar nebeng kamar belah wifinya;0
kualitas kamar  pool nya oke lahh baik jam cek in tidak on time jam  molor jam  oke ;0
kecewa karpet bau sprei kotor  handuk jelek kaya udah  tv kabel chanelnya jelek  air panas tidak nyala  kamar bau ;0
check-in lambat jam sore jam standar international  request  minta  khusus tidak gubris book jauh  harga tidak banding fasilitas  aju kompensasi kecewa layan buruk tidak gubris  overall buruk  resort tidak recommended tourist cari puasa maksimal ;0
bagus  sayang kafe dinding tidak kedap suara  ganggu suara musik keras;0
kemarin sial banget kamar dengar suara dengung berisik  hotel tua suasana seram;0
kamar debu sarang laba lemari debu udah ga sih  teras kamar kotor penuh debu daun copot sendal aja ga berani  kamar hotel halaman rumah jalan raya  kecewa;0
parah banget  kamar mandi nya wastafel bekas muntah  bersihin udah complain kali kali  bau  ac kamar  privasi tidak jaga  tembok pake triplek  ac bocor  dingin tidak ngatur remot tidak sedia  sempit ;0
kamar kotor tidur rambut  kamar mandi notif tidak buang tisue closet  tp kamar mandi tidak sedia sampah  dgn hrg segitu  hotel tdk sedia sikat gigi  pasta sandal ;0
sarap start jam pagi  terkadang customer berangkat pagi sempatt breakfast;0
terminal listrik kamar tidak salur listrik longgar  ac kamar tetes ;0
standart layan  respon sense sunset minyak payah  mes order makan kamar kali tlfn nyambung tidak hasil  tlfn kali pihan restoran call back tunggu tidak respon  wisatawan domestik sunse sunset peduli target wisatawan;0
kasur bunyi  kasur jelek  kamarga kedap suara  suara orang kamar belah berisik kedengeran tidak kasih sikat gigi  odol  sisir ;0
kopi cair  service muas  bedcover tidak sengaja kena noda  housekeeping kena charge cuci  resiko hotel ;0
hotel letak pusat kota  akses mal wisata kuliner tempuh jalan kaki  jangan harap pilih paket include breakfast  sarap sederhana  jangan khawatir hotel makan  kamar bersih bijak larang rokok kamar kena denda ribu  lampung inap;0
kamar rokok tidur kembar  pasang tidur ruang rokok i cant;0
menu breakfast  rombong tamu  non rombong  beda breakfast tidak ganggu ;0
kali coba hotel  check-in  check-out cepat  kecewa bt  ac kamar hidup bau  air kamar mandi tidak atur suhu panas bt mandi  wifi tidak connect klopun super lelet  rencana inap malam kondisi putus pindah hotel ;0
inap room  sprei bantal kotor  buluk kucel   air panas tidak nyala  handuk bolong  sarap jam  menu habis  sayang hotel lokasi strategis  layan nya bikin mering ;0
kamar sempit  tidak panas air air resepsionis kamar lantai  tdk restoran anak rewel tinggal lantai  tidak kasih sikat gigi sendal inap sana  pokok kecewa;0
kamar hotel  kamar mandi nya tidak tutup rapat jarak tidur  dental kit tidak sedia sabun handuk  breakfast nasi bungkus;0
udah banget inap   salur air wastafel macet genang air wastafel  moga baik ;0
bersih oke  suara berisik tombol kloset  tugas reception tambah jangan orang akibat tamu check in antri ramai ;0
tembok samping pitu lubang  tidak informasi nomer telefon  contoh  no telefon reservasi  kamar  amenities mandi tidak lengkap  kamar dental kit  amenities mandi lengkap  dental kit sisir  handuk sobek pinggir  lokasi stategis ;0
inap  hotel bersih  layan  nyaman  bawa mobil  jalan masuk k hotel  lewat kendara  mobil arah lawan  salah mundur jarak lumayan  sarap buruk  tulis jam sarap jam  -  pagi  turun sarap jam  makan utama habis tidak isi ulang  roti  real  nasi bungkus isi nya tempe  buncis  esok nya  turun jam pagi  makan utama  jam makan utama  telur  ayam  perkedel  menu lupa  tutup bawa tugas katering tamu jam tidak makan makan utama  mohon perhati managemen nya ;0
kamar sempit  sarap pagi nasi bungkus isi ala kadar  paraah  dinding kamar tidal kedap suara  suara keran drkamarmandi;0
kamar oke layan  sendal air mineral tambah tidak datang check-out  makan turut bintang ;0
pilih kamar murah mahal  murah ltanpa breakfast mahal breakfast  jangan salah pilih;0
kali inap  puas sempet kecewa ac nya bocor;0
tugas hotel aja  ramah ngga  judes ngga  parkir kendara  kolam renang warna hijau;0
 kamar gelap  bersih perhati  traveler inap tidur  sesuai harga  notes  mes traveloka  notes early check-out terbang pagi  breakfastnya box anak  at least roti  menelopon langsung amar sunset roadnya   pas check-in confirmasi receptionisnya bsk early check-out nyak tidak breakfastnya box     roti telur    pas pagi check-out  tidak siap  ;0
 bersih  layan oke  lokasi oke  ukur hotel   bintang   bawah ekspektasi  fasilitas kamar pada  sendal hotel  alas kaki  etc   lorong gelap  cocok sbg hotel bintang banding bintang ;0
layan resepsionis lantai bed nya tidak sesuai request turun resepsionis room service ngga update isi bed kamar resepsionis   makan variasi ;0
sulit tidur gaduh d ruang  suara pintu kamar  gaduh tamu dengar kamar inap ;0
layan harga jangkau hotel breakfast variatif jadi pas check tunjuk ktp bbrpa jam check saadar ktp tidak d tas dompet bbrapa kali receiptionist ktanya tidak pas check out d receiptionist;0
 excellent  pesan breakfast box take away pagi   hotel  isi breakfast box kue    yogurt  ;0
temu hewan erat kamar sembunyi tirai lambat lelah tidak ubah ruang  kaget pagi temu jejak tikus lantai kamar  tidak lapor hotel pikir sia  hotel tua  pelihara  ruang milik ;0
handuk tua kotor  hotel bersih toilet noda kuning ganggu ;0
flush macet  house keeping masuk kamar mandi betul flush tidak lepas sepatu  bekas tanah sepatu tidak bersih;0
malam lampu listrik mati otomatis ac mati  malam bolak telefon recepcionis dinyalain  ac bocor suara jatuh tetes air  menganggu ;0
overall bagus layan  service  kamar  lokasi  fasilitas oke  cm menu breakfastnya aja variatif hotel kelas aston ;0
inap malam  malam habis non smoking room  parah banget smoking roomnya  bau nyesek bawa bayi  malam nsr keluarga pindah room  room nyaman banget  sayang pakai kontaminasi bau rokok room  eh  room coba  jam malam  udah bunyi musik ajub pub seberang  kenceng banget bunyi  fix tidak tidur;0
 kamar tidak kedap suara  suara dengar kamar ;0
inap kamar lantai  ac panas  kolam renang staf tidak sedia handuk  kecewa hotel bintang ;0
bersih  layout ruang tidak hotel  pesan kamar deluxe panas  ac set maksimal sore dingin jam malam ;0
lokasi strategis pusat kota jajan water heater fungsi  overall ;0
kamar pakai  ac tidak dingin  kamar mandi kotor bau  kamar pengap  sarap ;0
kamar bau rokok tulis all room non smoking  jendela kamar tidak rapat berisik;0
nemuaskan oerawatan bag engineeringnya check-in diroom powernya tidak nyala ;0
sarap  bawa anak   hotel kena charge  arch hotel anak tidak kena charge  mantap ;0
nyaman  salur buang air sumbat  jd mandi air ngga surut  breakfast variasi ;0
salur wastafel rusak sumbat tidak baik kartu kamar kadang tidak baca  pintu kamar tidak buka  paksa turun loby dr lantai  baik tingkat  overall oke ;0
lengkap dr lengkap mandi inap lengkap sabun cair shamponya  cm kadang wifinya putus lebih bagus ;0
overall bagus makan enak  parkir sempit  wifi lot  kolam renang sempit  kulkas dingin ;0
cs layan kunci kamar tunggu  jam over all hotel oke;0
 dasar nyaman kamar tempat nyaman tamu  informasi telepon internal direview tempat gantung tempel meja  peta lokasi lingkung kait terminal  bandara stasiun tamu prediksi inap lagi kembali cermat route transfortasinya  lantai kamar mandi genang miring arah salur buang tidak genang panjang  risiko potensi tamu jatuh aka turun image jauh ekstrimnya jatuh tamu peleset bukan luka tewas tamu hotel fatal terima kasih mohon maaf saran kenan harap   bravo big hotel mudah an laris tambah unjung  jaya slamanya    ;0
kamar bayang  bersih sih ok  deposit wajib tamu check in  jaman canggih  harap perhati management  tamu inap tidak bawa uang cash ;0
harga tidak banding fasilitas  kamar sempit  bau rokok kamar mandi bau ;0
chanel televisi rusak  gambar tidak sakit mata  noda seprai masuk check in ;0
kamar sempit harga kamar bagus  sempit tidak jendela  lampu terang ada  kamar tidak tau pagi  siang or malam ;0
kamar oke  sempit no problem  cafenya oke  ring road  amplas hartono mal  good job ;0
layan  ranjang sprei bantal bau bekas keringat na org nempel  udah digantiin sarung bantal sprei sengat sekli ;0
staf restaurant sesuai high season  inap  staf restaurant kewalahan unjung breakfast ;0
inap minggu  kamar bersih  tol kerja labuh belawan  harga mahal hotel kelas  layan ramah  kamaragak sempit  sarap lengkap;0
kamar semut  korden tipis tidak  tidak kasih  ac rusak  habis servis kamar kotor;0
handuk  air panas standar rumah  roomnya kedap suara   hotel budget segitu  timbang ;0
lampu kamar mandi hotel mati  gantung handuk lepas tidak deteksi house keeping  ac tidak dingin  kamar cenderung gerah  anak rewel  lain oke ;0
kamar lembab  bau  exhaust fan d kamar mandi tidak fungsi  tidak kasih handuk  complaint pindah kamar  handuk  hotel bangun tua ;0
sewa kamar eksekutif  pas masuk bau asap rokok  komplain tawar kamar ionizer jam tolak pindah kamar up garde suit room  alhamdulillah  sayang kasur ukur kecil suitt a eksekutif  bersih makan oke  staf ramah ;0
harga rupa  book ribu  kelas jakarta sih murah parah  welcome snack  ac fungsi  tv fungsi  bersih perhati  kardus tumpuk mana  tidak tong sampah kamar  puntung rokok lemari ;0
sarap pagi nya sederhana antar kamar tugas  pilih nasi goreng roti  telur ;0
seprai bau bercak hitam  tempat sempit  inap muslim susah sholat kamar ;0
lokasi hotel oke  makan  sayang bersih seprei  gorden  toilet  gorden kotor sobek  seprei bercak noda  moga depan baik;0
kos-kosan  inap dar tidur  bersih kamar mandi bau  tv gak da gambar suara  ac tidak dingin  tipe ac jadul  kamar sempit  harga rupa  lokasi strategis gampang cari makan ;0
lokasi strategis pusat kota  slot parkir batas  kolam renang tidak  ganti kamar check in sprei kasur deteksi kotor ;0
kamar pintu pintu kamar tidak buka turun lapor  pintu kamar mandi macet tidak buka alias kunci  posisi hotel oke akses ;0
 sayang tidak sarap keburu berangkat  saran breakfast aju  unjung jam tinggal hotel;0
harum nya bau kamar smoking bau nya kaya bau wc;0
bersih  nyaman  sarap lokasi strategis mesjid  kantin pusat jajan   kali nempati kamar beda kamar tidak setel duduk showernya  mandi repot ;0
air bau  serangga selinap  harga segitu worth it dinding tebal  tidak berisik  kamar bagus  indomaret lain;0
check-in bolak-balik lt resepsionis pintu kamar tidak buka  kamar ganti  masuk kamar  kamar bau asap rokok  dinding kamar retak  cat kelupas  tidak plastik laundry  hujan rembes air reta tembok  sarap ;0
kamar usang  inap tidak bersih  shubuh ribut  sisi tarif sesuai ;0
rame  kacau restonya  hujan  otomatis makan hotel  ngga  hotel kacau  mesan makan  jam  udah gitu hidang ngga sesuai pes  foodnya recomended  over all  not bad ;0
lustrik mati otomatis jam sbaiknya toleransi  hotel listrik tidak dmatikan  nyaman;0
lokasi hotel  bagus pusat kota  sayang kamar room smoking ganggu bau asap rokok;0
kamar suite pesan  ac nya rusak  pindah kamar suite  pindah ac bagus tp wifi-nya tidak konek ;0
hotel bagus  properti kamar deluxe  kamar mandi sempit ventilator  kesan sumpek bau  mohon baik ;0
inap big hotel malam  pas ke- ac tidak dingin  bocor  rom boy bersihin kamar ala kadar  sisa tissue rambut tidak sapu  overall muas ;0
strategis kamar bau pengap  ac dingin  salur buang kamar mandi buruk buang air tidak lancar  breakfast oke laah  smoga masuk manajemen hotel  trims;0
lokasi strategis  warna dinding kamar pudar kes gelap ber efek furniture  bed lain tua  efek pudar warna dinding  raih  mhn maaf moga kritik bangun;0
parkir sempit  inap vallet  kemarin pas rumah tau bemper kiri bawah penyok  kyknya kepentok tembok  tidak tau  inap mobil tidak penyok  tidak tuduh sih ;0
awesome  pandang  ksni  oiya  makan breakfastnya  dperhtikan  but overall hotel wjin dkunjungi;0
breakfast jam  lauk pauk habis br masak lg  variasi  laundry ekspress mesti sore sisi pakai  br besok pagi slsi krg ber tanggung jwb tamu hotel;0
kurang handuk  kurang handuk hotel  kali kamar bersih  pagi  handuk kotor ambil  handuk bersih malam  perta  ma  telpon kali  jam siang telpon  janji jam sore  tinggal renang  memberitahunkan waitress   selesai renang  jam sore kamar handuk  jam sore telpon  janji jam malam  jam malam handuk ;0
sarung bantal bantal kamar bau apek  tembok  plafond bocor sebab kamar bau lembab  tugas front office ramah  murah senyum ;0
ac kamar dingin  wifi connect internet tidak nyala  layan kamar oke banget ;0
inap kamar kecewa shower air panas nya terkadang terkadang langsung hilang air panas nya  ad licking  bocor  jendela tidur hadap arah pabrik unitek  harap baik ;0
lift rusak  kunci pintu lock  check out kunci kamar lock;0
atur chek in jam  ternayata pas kesana jam  hotel bersih  tunggu  jam  masuk kamar jam   kecewa  makan variasi tidak enak ;0
kolam renang tidak  air panas kamar mandi batas  pokok kecewa;0
tidak ganti seprai sarung bantal  periksa kamar lembar kotor  upgrade jenis kamar  periksa kamar  salah bersih  tinggal malam  am  ganggu bising kamar hadap jalan utama  satu hotel staf  lembar kotor tidak terima ;0
isi kamar lengkap  tinggal telpon  tidak handuk mandi  view bagus madu  sarap lumayan pilih;0
bagus  spot- spot oke foto  mati lampu ;0
kali  kamar bau rokok  bukan smoking area pes;0
 nothing special  parkir tidak nyaman  harga breakfast mahal harga lunch buffet;0
kamar mandi sbgn bersih  loundri tukar  tidak kantong kain kotor  menu  layan security oke;0
kamar tempat tidak view tidur gua  buka korden pipa salur tembok  sarap pagi menu tarik habis jam pagi  ambil jus jeruk binatang dalam layan ambil binatang  untung tamu teriak ganti jus jeruk ;0
 ac dingin layan muas tunggu jam check-in obnya jutek;0
lokasi strategis  kamar muas  ac ruang jarang bersih maksimal  alergi debu tungau alhasil bersin ruang  amenities ada ;0
nyamuk  anak balita gigit nyamuk bentol muka  tangan bentol  sprei kotor kucel;0
bukan hotel rumah lantai nya kamar  bersih kamar mandi;0
basement area parkir buruk  hujan basement banjir cm  parkir jalan curam  hotel  bemper mobil rusak copot thanks ;0
sarap  indonesia  kamar bersih bau  bau asap jengkel  tuju culliner seeing kota ;0
parkir tidak pada repot  parkir gedung belah hotel  memang kunjung makan parkir jam  ganggu minim lahan parkir hotel kelas bintang;0
pesan superior single bed  udah acc  check in tinggal twin  kamar tidak kedap suara  bantal empuk lenbut  sarap  makan kering soto  semut kerubung ;0
kali inap  kamar oke bed sheetnya baru  pilih breakfast tidak  letak strategis  mana ;0
kunci kamar rusak  kartu kunci rusak  masuk  inap info cs  slow response aja  fasilitas bagus ;0
swiss bellin balikpapan sudirman ace hardware  minggu inap  org jual makan  night club  tinggal lang aja  sayang pandang tembok  tidak panas  hujan   but overall  pokok sip  kali repeat order ;0
suasana strategis  ac nya dingin servis kecewa pesan bad kasih doble bad view kamar nyaa bada makasih;0
hotel bener-bener tidak nyaman tidak recommend banget  layan buruk  lift banget lot jala  kamar non smoking tempatin pengap cahaya matahari ventilasi buruk  jendela kamar pajang bukan curtain cendela tutup tembok  aneh nya ac kamar nya tidak pake remote complain alas ac atur central haduh tidak atur temperatur serba salah  wes coba;0
 kamar tidak kedap suara suara berisik  ganggu nyaman istirahat;0
kemarin klik sen bed  eh  sana kasih bed  moga tidak tjd  capek reseptionistnya ;0
layan oke  resepsionis ramah  lokasi oke  lihat review pesan banyak sih good  tp stelah masuk room lantai kotor  jendela tp karna dapet sinar matahari  serasa bunker  panas ujan tau haha  colok bberapa tp banyak trsembunyi blakang meja samping bed  klo gitu mah yg tau klo situ colok   sendal pdahal tamu  request hair dryer klo udah anter kamar  tp nginep jg nyampe hairdryer nya  lampu nya terang  wifi nya jelek  tv nya gede  kamar pintu rapet  celah sekian senti  jd intip dr  toilet aman aja sih  msalah  overall  tingkat kualitas;0
ekspektasi inap big hotel nyata kecewa ac bocor banjir depan pintu  tidur bikin gatel pulang obat dokter kulit  kamar mandi bau  kecewa alat mandi pribadi tinggal telefon ambil hotel tidak tanggung bilang alat mandi buang  hotel tidak recomended ;0
overall bagus kurang masakan asin air panas lancar air tidak hangat ;0
harga hotel murah  lokasi strategis  bersih lantai karpet  bekas noda tidak hilang  breakfast  oke ;0
pas kesitu even  beatles night  lihat rombong keluarga resepsionis d pindah lantai  tidak ganggu  layan oke  kamar oke  sarap variasi ;0
lokasi strategis  syang layan ada  tidak sikat gigi  tugas ramah  ac tidak dingin  jalan portal  bandara jam pagi kesusahaan;0
kamar layan  kamar nyamuk tidak kamar mandi sink-nya baik tidak genang air mandi ;0
hotel antik  alhamdulillah tidak spooky  lokasi strategis pintu masuk kebun binatang kinantan  jalan kaki pasar  jam gadang  taman panorama  lobang jepang;0
check in jam  kamar jam  air panas tidak fungsi  suara berisik tukang bangun;0
nya hotel bintang yg tara  sarap pagi lengkap banding hotel inap hotel bisnis tara   tingkat layan nya swiss belhotel tara good luck ;0
ac kamar rusah  malam berisik banget kamar belah  kolam renang kotor banget  pingir-pingir puntung rokok  sarap lumayan ;0
amarelo hotel letak strategis  murah  layan ramah  sayang buang air wastafel shower hambat  lapor baik   suara kamar dengar kamar  over all sih  not bad ;0
layan check in lambat  salur wastafel kamar mandi sumbat air luap  breakfastnya oke ;0
minggu check in hotel  fasilitas kecewa  ac panas bocor kamar banjir  beda kali check in ;0
kecewa bukan hotel koordinasi traveloka hotel check-in hotel tidak booking hotel nama yng trjdi slnjutnya kunci kamar jlas e voucher hotel tulis breakfast trmasuk ttpi sana hotel tamu booking tiket traveloka tidak sarap bingung bermasah hotel travelokanya;0
lokasi jalan slamet riady  sayang jalan arah  hotel muter muter ;0
suka inap  bersih ac dingin sampah parkir basement sungguh menggangu bau  tlg baik yah;0
 sayang jam ramai cek in reception orang peyanananya ;0
puas  kamar gede  free extrabed jg  krg nya  -ac gk dingin  gk msalah d tinggal prgi  dingin banget  -kmr bau d msk  ngeluhin nih kayak gni  brarti tnda nya mreka gk nyuci baju haha  pke mutih  bayclin  sprei handuk  wajar bau bayclin  hehe - aer kamar mndi kuning  pas inap kuning dkit doank brsih  gk bikin gatel  overall bkal urus bisnis  hehe;0
kamar  kamar mandi  mandi air  kamar penuh air  becek ;0
bagus  ac kamar dingin  konfirmasi berulangkali cs dingin  mohon baik ;0
hotel oke  bersih  lokasi   sayang tidak okok  room habis  paksa deh room smoking area  pas masuk bau ;0
wifinya kamar tidak  oke  hubung numpang tidur tidak deh koneksi internet;0
kesana tunggu terbang  lokasi bandara  servicenya tidak muas  bathub bocor tidak tampung air  pintu kamar mandi tidak tutup rapat  lampu gelap  siap air mineral gelas dalam kamar  harga makan mahal ;0
 kamar ac nya central tidak kecilin mati;0
kamar standar lantai nyaman luas  kamar standar lantai  smoking  tidak nyaman bukan okok kamar tidak jendela pengap bau  barangkali area kamar rokok harum ruang minimal bau pikir sirkulasi udara kamar maklum samping kaca langsung hadap tembok ;0
mes kamar deluxe tipe kasur single bukan twin smoking room  suami okok  suami jalan langsung rumah  sampa lokasi  kamar tidak sesuai pesan  deluxe  tidur twin bkan smoking room  jendela tidak buka  komplain berfikir saat suami lelah tukar bawa mobil jalan ;0
air mati  pompa rusak  mandi tunggu  ambil ember  apes  tidak cancel batal inap ;0
aminities hotel ukur kamar villa ukur pool jg villa bersih kamar mandi tembok kamar mandi rusak dingin ruang berisik;0
tempat lumayan sempit utk org  urus inap pelit  pinjam strika ngomongnya setrika  deh kayak tinggl dstu strika baju;0
asli bagus suasana nya bikin deg-deg-an  syukur ramean kamar ber  itu asa aneh kurung  kamar signal hp tidak  panik  syukur layan oke pindah kmi  signal nya suasana bikin syock bawa  gelap  tidak lampu bagi samping hotel ;0
kamar lantai spa room  berisik trganggu suara spa kecewa menu makan dingin ;0
bagus banget villanya layan ramah banget kolam renang kotor bangku santai pinggir kolam renang kotor air wc bau banget romantic vacation honeymoon  paket dinner tidak banget;0
kamar oke  tempat cocok libur keluarga  kamar toilet bau swing ac rusak  overall oke;0
kali masuk kamar  cium bau asep rokok  kamar mandi showernya susah  satpam ramah ;0
overall gue neng  cuman letak aja yg  kali kesini sih  thanks yah layan ;0
kamar jarang pakai bau enak  nyaman bau  room only lengkap mandi  sikat gigi  perhati  salur tv minim  lebih ;0
kamar  kasur paket keluarga meni sarap pilih  bersih oke;0
tidak saran malam  kasur debu  istri sampe sesak nafas debu  sofa kotor  halaman kotor  kolam renang kotor  terang sangat minim  kamar mandi gelap  bad exp;0
kamar  tidak tukar kamar orang tua tidak turun tangga  libur gagal  kamar  breakfast nasi goreng  mie goreng  nothing else;0
kali masuk kamar  kamar nyamuk  jendela tidak tutup  pas toilet  kran wastafel tidak fungsi air tidak ;0
lokasi bagus banget  kota  lokasi wisata  bawah restoran aw  lapar tinggal turun  pilih banget  layan  kunci pintu pake access card  gagal  mesti tugas  sarap sederhana banget  kamar lumayan  awat jaga ;0
kamar bau rokok  tv error tidak kecil suara tvnya  lebih menu sarap pagi pilih;0
ukur kamar parkir batas mesan traveloka pesan queen type bed  cek in twin bed alas queen bednya habis;0
tidak istimewa tinggal  kolam air kotor  bathtub pecah  tidur  dobel bed kombinasi  saran tidak layan beda tamu inap sana ;0
kali inap kamar oke  kali pesan kamar premium contemporer kecewa lantai rusak bolong  ac nya dingin;0
hubung villa muka villa mes madu siap villa  villa  kolam renang pribadi lumut  manajemen villa bersih pergi  kecewa muka tidak tindak ambil periode kolam renang lumut ;0
kecewa hotel muncul cacing tanah kamar mandi  cacing;0
pegawai reception warm hotel chain international  malam inap ac tidak dingin complain reception pagi acara keluarga harap  dapat ac panas  istri anak tidak tidur  kamar twin bed  tidur keras buka jendela pandang tembok tetangga  breakfastnya taste variasi ;0
layan layan hotel tidak sigap butuh layan susah mw nyari btw makan sih   ;0
kamar mandi lembab bau  kamar kasih air mineral teh  kopi  gula teko panas air  sarap kecewa minimal piranti makan bersih  kamar tidak ventilasi  tidak lift  tidak sesuai harga letak strategis fasilitas jemput bandara ;0
kamar mandi jorok  tidak keset  taruh kamar ujung  free extrabed layan lambat  jam nunggu extra bed nya;0
sikat gigi tidak sedia  loundry ny siapny  sarap pagi  inap kelas premium contempory;0
kamar superior  foto sih bagus  nyata jelek  kamar bau pengap  sprei kotor  kecoa  handuk super duper kotor tidak cuci  dekil  kamar mandi tidak sebun mandi  sikat orang inap orang  tirai kotor  parkir  pokok banget  singgah sebentar oke ;0
pintu kamar mandi baik  kali inap kamar pintu kamar mandi tidak kunci rusak;0
sebab kecewa tidak handuk kamar handuk antar handuk  ac tidak dingin telpon tugas hotel tidak merespon telepon;0
overall bagus sesuai iklan breakfast menu  gedung roomnya luas sayang atap bocor kamar mandi bau pesing suara blower arah kamar bikin berisik;0
kecewa kamar kecoa gitu  kamar mandi sempit banget euy  bantu lokasi strategis mana  makan hotel  stasiun jalan kaki  suara orang bolak kamar dengar  tidak nyaman tidur tibatiba berisik gitu  seprei bersih  kaya bekas noda gitu ;0
listrik padam    tinggal pergi keliling bandung  pas  padam  alas pln nya  mesti sedia genset bahan bakar pada  kemarin curiga listrik tidak padam  hotel padam  curiga bayar listrik ;0
kamar kotor  jendela rusak ac tdk dingin  kamar tdk bersih   handuk tidak pernh ganti;0
lokasi kamar ujung tangga darurat  luas kamar sempit  jendela kamar hadap gedung depan  tidak leluasa buka jendela  so  average ;0
jendela kamar tidak kunci  engsel lepas  kena angin gerak gerak akibat suara keras  berisik tidak tidur;0
suka berisik pd malam lantai kamar mandi tidak keset nya ac dingin over all good;0
harga murah tidak riah  inap jam  tunggu terbang ausie  hotel menit bandara mobil  honestly  kamar bau  bantal selimut nya bau badan iler  weekk  ruang kamar benar lembab bau  handuk tunggu kasih  tidak sikat gigi  untung tinggal jam aja  tidak cocok inap ;0
kamar bau  bau kamar mandi sebar kamar   ventilasi sirkulasi udara  tidak alam inap ;0
kecewa  app pilih bed bed ruang kamar larang rokok kamar sangat ;0
hotel bagus  kamar tempat ac nya dingin;0
req kamar lantai dasar kaki sakit gk tangga  anika melati hotel spa lantai dasar penuh  pindah anika guest house  ad tangga ad kolam renang  terima kasih ;0
kondisi libur rame  kamar smoking  pengap bau rokok  ac tidak dingin  overall muas ;0
nyaman  susah parkir aja  tol tuju pintu tol  menu makan varian kelas bintang ;0
harga website suite room   kamar mandi kayak tempel  berisik suara papan  berisik gedung  tissue kamar mandi doang ;0
kamar mandi sempit bersih  kamar lembab  air rembes atap  strategis mana ;0
kecewa kamar turun typenya  alas kamar pesan bayar rusak  sewa reservasi;0
memuaskancuma sinyal wifi lelet  buka file email susah  baik wifi conectionnya;0
layan bagus  bersih oke lokasi nyaman baik aja susah masuk  sarap lengkap  jg banget ;0
kamar sempit  sendal tidak kamar  sendal putus tidak ganti  makan sarap nya tidak recommended;0
bersih jaga lorong tangga debu tidak dibersihin  lengkap kamar mandi dengam harga kamar hitung tidak lengkap;0
pintu kamar mandi tangan patah  bersih toilet shower room miskin  layan meja kru ;0
pintu kamar sulit buka  hubung housekeeping nya  security buka pintu kamar nya sabun kamar mandi habis housekeepingnya ;0
 kamar luas banding harga kamar hotel harga  sabun kamar mandi tidak ganti tambah  inap   sarap pagi menu;0
pesan tipe kamar executive room yo seta sana kasih kamar tipe standard  tugas hotel bilang maaf kamar pesan penuh  kecewa layan hotel resepsionis ngawur ;0
masuk kamar bau balsam sengat  kamar tidak kedap suara berisik  stop kontak rusak kamar coba stop kontak satu  makan lumayan  kamar bersih bau balsam sengat  strategis ;0
ambil kamar kamar air panas susah panas  sarap tidak makan ain jam   kejar ferry jam  terminal batam center  ain roti nasi goreng pagi tidak kasih  kecewa ;0
maintenance ac  kulkas tidak rawat bau  overall layan ;0
lantai kaya karaoke persis  jam close  telepon operator jam subuh teriak berisik banget  redam suara tidak bagus banget karaoke  lantai  ganggu orang tidur ;0
hotel bandara transit  tidak ubah lembar  ruang bau  nyamuk ;0
lift tidak buka lantai dasar  lift  paksa turun tangga  was was ;0
